Rama de actividad CNAE 2009	Sexo	Unidad	Periodo	Total
A Agricultura, ganadería, silvicultura y pesca	Ambos sexos	Porcentaje	2009T3	3,9
A Agricultura, ganadería, silvicultura y pesca	Ambos sexos	Porcentaje	2009T2	4,1
A Agricultura, ganadería, silvicultura y pesca	Ambos sexos	Porcentaje	2009T1	4,4
A Agricultura, ganadería, silvicultura y pesca	Ambos sexos	Porcentaje	2008T4	4,1
A Agricultura, ganadería, silvicultura y pesca	Ambos sexos	Porcentaje	2008T3	3,9
A Agricultura, ganadería, silvicultura y pesca	Ambos sexos	Porcentaje	2008T2	4,0
A Agricultura, ganadería, silvicultura y pesca	Ambos sexos	Porcentaje	2008T1	4,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2021T4	637,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2021T3	590,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2021T2	601,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2021T1	613,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2020T4	603,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2020T3	581,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2020T2	584,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2020T1	606,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2019T4	618,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2019T3	577,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2019T2	618,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2019T1	634,6
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2018T4	630,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2018T3	593,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2018T2	624,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2018T1	637,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2017T4	625,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2017T3	597,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2017T2	630,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2017T1	645,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2016T4	626,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2016T3	572,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2016T2	585,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2016T1	599,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2015T4	612,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2015T3	539,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2015T2	557,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2015T1	554,6
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2014T4	559,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2014T3	513,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2014T2	558,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2014T1	603,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2013T4	589,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2013T3	542,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2013T2	567,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2013T1	545,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2012T4	575,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2012T3	524,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2012T2	535,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2012T1	563,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2011T4	592,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2011T3	521,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2011T2	541,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2011T1	574,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2010T4	592,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2010T3	568,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2010T2	575,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2010T1	596,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2009T4	575,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2009T3	556,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2009T2	585,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2009T1	613,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2008T4	599,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2008T3	596,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2008T2	597,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Valor absoluto	2008T1	627,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2021T4	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2021T3	5,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2021T2	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2021T1	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2020T4	5,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2020T3	5,6
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2020T2	5,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2020T1	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2019T4	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2019T3	5,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2019T2	5,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2019T1	6,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2018T4	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2018T3	5,6
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2018T2	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2018T1	6,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2017T4	6,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2017T3	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2017T2	6,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2017T1	6,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2016T4	6,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2016T3	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2016T2	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2016T1	6,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2015T4	6,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2015T3	5,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2015T2	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2015T1	5,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2014T4	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2014T3	5,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2014T2	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2014T1	6,6
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2013T4	6,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2013T3	5,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2013T2	6,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2013T1	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2012T4	6,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2012T3	5,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2012T2	5,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2012T1	5,8
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2011T4	5,9
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2011T3	5,1
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2011T2	5,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2011T1	5,6
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2010T4	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2010T3	5,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2010T2	5,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2010T1	5,7
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2009T4	5,5
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2009T3	5,2
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2009T2	5,4
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2009T1	5,6
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2008T4	5,3
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2008T3	5,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2008T2	5,0
A Agricultura, ganadería, silvicultura y pesca	Hombres	Porcentaje	2008T1	5,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2021T4	203,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2021T3	170,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2021T2	209,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2021T1	184,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2020T4	178,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2020T3	149,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2020T2	179,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2020T1	177,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2019T4	175,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2019T3	168,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2019T2	190,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2019T1	205,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2018T4	195,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2018T3	175,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2018T2	198,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2018T1	196,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2017T4	195,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2017T3	179,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2017T2	202,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2017T1	202,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2016T4	189,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2016T3	171,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2016T2	174,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2016T1	178,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2015T4	167,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2015T3	169,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2015T2	183,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2015T1	162,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2014T4	169,6
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2014T3	153,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2014T2	181,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2014T1	205,6
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2013T4	188,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2013T3	156,6
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2013T2	185,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2013T1	171,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2012T4	199,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2012T3	189,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2012T2	186,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2012T1	199,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2011T4	209,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2011T3	183,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2011T2	194,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2011T1	203,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2010T4	203,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2010T3	179,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2010T2	197,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2010T1	231,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2009T4	202,6
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2009T3	184,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2009T2	205,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2009T1	228,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2008T4	213,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2008T3	202,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2008T2	232,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Valor absoluto	2008T1	242,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2021T4	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2021T3	1,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2021T2	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2021T1	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2020T4	2,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2020T3	1,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2020T2	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2020T1	2,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2019T4	1,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2019T3	1,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2019T2	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2019T1	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2018T4	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2018T3	2,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2018T2	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2018T1	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2017T4	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2017T3	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2017T2	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2017T1	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2016T4	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2016T3	2,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2016T2	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2016T1	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2015T4	2,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2015T3	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2015T2	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2015T1	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2014T4	2,1
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2014T3	1,9
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2014T2	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2014T1	2,6
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2013T4	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2013T3	2,0
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2013T2	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2013T1	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2012T4	2,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2012T3	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2012T2	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2012T1	2,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2011T4	2,6
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2011T3	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2011T2	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2011T1	2,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2010T4	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2010T3	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2010T2	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2010T1	2,8
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2009T4	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2009T3	2,2
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2009T2	2,4
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2009T1	2,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2008T4	2,5
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2008T3	2,3
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2008T2	2,7
A Agricultura, ganadería, silvicultura y pesca	Mujeres	Porcentaje	2008T1	2,8
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2021T4	780,5
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2021T3	696,1
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2021T2	746,8
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2021T1	736,8
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2020T4	715,2
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2020T3	658,8
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2020T2	698,9
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2020T1	718,3
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2019T4	723,5
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2019T3	675,8
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2019T2	742,9
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2019T1	776,9
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2018T4	756,9
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2018T3	693,7
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2018T2	756,3
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2018T1	766,2
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2017T4	754,3
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2017T3	702,7
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2017T2	758,8
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2017T1	783,1
01 Agricultura, ganadería, caza y servicios relacionados con las mismas	Ambos sexos	Valor absoluto	2016T4	754,6
